NAME,DATE,VALUE,ENDOGENIZE,TRANSFORM,
yy_auto_nevr,2030,114.35592542156,yy_auto_nevr_res,pct,
yy_auto_nevr,2031,29.8887627759361,yy_auto_nevr_res,pct,
yy_auto_nevr,2032,28.4614126341326,yy_auto_nevr_res,pct,
yy_auto_nevr,2033,27.1756030292446,yy_auto_nevr_res,pct,
yy_auto_nevr,2034,0.0,yy_auto_nevr_res,pct,
yy_auto_pass_reg,2024,-3.7,yy_auto_pass_reg_res,pct,
yy_auto_pass_reg,2025,10,yy_auto_pass_reg_res,pct,
yy_auto_pass_reg,2026,1.8109627186611,yy_auto_pass_reg_res,pct,
yy_auto_pass_reg,2027,3.47782429184356,yy_auto_pass_reg_res,pct,
yy_auto_pass_reg,2028,4.0108331836526,yy_auto_pass_reg_res,pct,
yy_auto_pass_reg,2029,2.85414525555663,yy_auto_pass_reg_res,pct,
yy_auto_pass_reg,2030,10.779131028283,yy_auto_pass_reg_res,pct,
yy_auto_pass_reg,2031,11.4193960865306,yy_auto_pass_reg_res,pct,
yy_auto_pass_reg,2032,8.81873086109905,yy_auto_pass_reg_res,pct,
yy_auto_pass_reg,2033,5.28882818142738,yy_auto_pass_reg_res,pct,
yy_auto_pass_reg,2034,1.97322436602394,yy_auto_pass_reg_res,pct,
yy_scrapping_rate,2016,5.62,yy_scrapping_rate_res,,
yy_scrapping_rate,2017,7.211117073,yy_scrapping_rate_res,,
yy_scrapping_rate,2018,4.744055511,yy_scrapping_rate_res,,
yy_scrapping_rate,2019,5.235648355,yy_scrapping_rate_res,,
yy_scrapping_rate,2020,4.9,yy_scrapping_rate_res,,
yy_scrapping_rate,2021,4.9,yy_scrapping_rate_res,,
yy_scrapping_rate,2022,4.9,yy_scrapping_rate_res,,
yy_scrapping_rate,2023,4.9,yy_scrapping_rate_res,,
yy_scrapping_rate,2024,4.9,yy_scrapping_rate_res,,
yy_scrapping_rate,2025,4.9,yy_scrapping_rate_res,,
yy_scrapping_rate,2026,4.9,yy_scrapping_rate_res,,
yy_scrapping_rate,2027,4.9,yy_scrapping_rate_res,,
yy_scrapping_rate,2028,4.9,yy_scrapping_rate_res,,
yy_scrapping_rate,2029,4.9,yy_scrapping_rate_res,,
yy_scrapping_rate,2030,4.9,yy_scrapping_rate_res,,
yy_scrapping_rate,2031,4.9,yy_scrapping_rate_res,,
yy_scrapping_rate,2032,4.9,yy_scrapping_rate_res,,
yy_scrapping_rate,2033,4.9,yy_scrapping_rate_res,,
yy_scrapping_rate,2034,4.9,yy_scrapping_rate_res,,
